olinkID	UNIPROT	TargetFullName	Target	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
OID40571	A8MTL3	RING finger protein 212B	RNF212B	RNF212B	100507650	RNF212B	HGNC:20438	RNF212B	RNF212B	protein_coding	14	NA	NA	NA	23185316	23273477	+	A8MTL3
OID40572	Q9H0A6	RING finger protein 32	RNF32	RNF32	140545	RNF32	HGNC:17118	RNF32	RNF32	protein_coding	7	156433353	156469820	+	156640281	156677130	+	Q9H0A6
OID40573	Q969K3	E3 ubiquitin-protein ligase RNF34	RNF34	RNF34	80196	RNF34	HGNC:17297	RNF34	RNF34	protein_coding	12	121837886	121862155	+	121400083	121430623	+	Q969K3
OID40574	Q9H0F5	E3 ubiquitin-protein ligase RNF38	RNF38	RNF38	152006	RNF38	HGNC:18052	RNF38	RNF38	protein_coding	9	36336399	36401195	-	36336396	36487548	-	Q9H0F5
OID40575	Q01974	Tyrosine-protein kinase transmembrane receptor ROR2	ROR2	ROR2	4920	ROR2	HGNC:10257	ROR2	ROR2	protein_coding	9	94325373	94712444	-	91563091	91950228	-	Q01974
OID40576	P35398	Nuclear receptor ROR-alpha	RORA	RORA	6095	RORA	HGNC:10258	RORA	RORA	protein_coding	15	60780483	61521502	-	60488284	61229302	-	P35398
OID40577	Q86UA6	RPA-interacting protein	RPAIN	RPAIN	84268	RPAIN	HGNC:28641	RPAIN	RPAIN	protein_coding	17	5322961	5336340	+	5419641	5432877	+	Q86UA6
OID40578	Q8IXW5	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2	RPAP2	RPAP2	79871	RPAP2	HGNC:25791	RPAP2	RPAP2	protein_coding	1	92764522	92853732	+	92299059	92402056	+	Q8IXW5
OID40579	P46777	60S ribosomal protein L5	RPL5	RPL5	6125	RPL5	HGNC:10360	RPL5	RPL5	protein_coding	1	93297594	93307481	+	92832013	92841924	+	P46777
OID40580	P05386	60S acidic ribosomal protein P1	RPLP1	RPLP1	6176	RPLP1	HGNC:10372	RPLP1	RPLP1	protein_coding	15	69745159	69747884	+	69452814	69456205	+	P05386
OID40581	Q9NSQ0	Putative ribosomal RNA-processing protein 7 homolog B	RRP7BP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID40582	Q9NZ71	Regulator of telomere elongation helicase 1	RTEL1	RTEL1	51750	RTEL1	HGNC:15888	RTEL1	RTEL1	protein_coding	20	62289163	62328544	+	63657810	63696253	+	Q9NZ71
OID40583	Q9NXZ1	Sarcoma antigen 1	SAGE1	SAGE1	55511	SAGE1	HGNC:30369	SAGE1	SAGE1	protein_coding	X	134975785	134995221	+	135890182	135913062	+	Q9NXZ1
OID40584	Q9P1V8	Sterile alpha motif domain-containing protein 15	SAMD15	SAMD15	161394	SAMD15	HGNC:18631	SAMD15	SAMD15	protein_coding	14	77843762	77857587	+	77376689	77392163	+	Q9P1V8
OID40585	Q99590	Protein SCAF11	SCAF11	SCAF11	9169	SCAF11	HGNC:10784	SCAF11	SCAF11	protein_coding	12	46312914	46385903	-	45919131	45992120	-	Q99590
OID40586	O95171	Sciellin	SCEL	SCEL	8796	SCEL	HGNC:10573	SCEL	SCEL	protein_coding	13	78109809	78219398	+	77535674	77645263	+	O95171
OID40587	P35499	Sodium channel protein type 4 subunit alpha	SCN4A	SCN4A	6329	SCN4A	HGNC:10591	SCN4A	SCN4A	protein_coding	17	62015914	62050278	-	63938554	63972918	-	P35499
OID40588	O75056	Syndecan-3	SDC3	SDC3	9672	SDC3	HGNC:10660	SDC3	SDC3	protein_coding	1	31342313	31381480	-	30869466	30908758	-	O75056
OID40589	Q93073	Selenocysteine insertion sequence-binding protein 2-like	SECISBP2L	SECISBP2L	9728	SECISBP2L	HGNC:28997	SECISBP2L	SECISBP2L	protein_coding	15	49280835	49338760	-	48988476	49046447	-	Q93073
OID40590	Q14563	Semaphorin-3A	SEMA3A	SEMA3A	10371	SEMA3A	HGNC:10723	SEMA3A	SEMA3A	protein_coding	7	83587659	83824217	-	83955777	84492724	-	Q14563
OID40591	Q13591	Semaphorin-5A	SEMA5A	SEMA5A	9037	SEMA5A	HGNC:10736	SEMA5A	SEMA5A	protein_coding	5	9035138	9546233	-	9035033	9546075	-	Q13591
OID40592	Q8NFY4	Semaphorin-6D	SEMA6D	SEMA6D	80031	SEMA6D	HGNC:16770	SEMA6D	SEMA6D	protein_coding	15	47476403	48066420	+	47184101	47774228	+	Q8NFY4
OID40593	Q14140	SERTA domain-containing protein 2	SERTAD2	SERTAD2	9792	SERTAD2	HGNC:30784	SERTAD2	SERTAD2	protein_coding	2	64858755	64881046	-	64631621	64751005	-	Q14140
OID40594	Q8WTS6	Histone-lysine N-methyltransferase SETD7	SETD7	SETD7	80854	SETD7	HGNC:30412	SETD7	SETD7	protein_coding	4	140427192	140477577	-	139495941	139606699	-	Q8WTS6
OID40595	Q15393	Splicing factor 3B subunit 3	SF3B3	SF3B3	23450	SF3B3	HGNC:10770	SF3B3	SF3B3	protein_coding	16	70557691	70611571	+	70523791	70577668	+	Q15393
OID40596	O00141	Serine/threonine-protein kinase Sgk1	SGK1	SGK1	6446	SGK1	HGNC:10810	SGK1	SGK1	protein_coding	6	134490384	134639196	-	134169248	134318112	-	O00141
OID40597	Q8N5H7	SH2 domain-containing protein 3C	SH2D3C	SH2D3C	10044	SH2D3C	HGNC:16884	SH2D3C	SH2D3C	protein_coding	9	130500596	130541048	-	127738317	127778710	-	Q8N5H7
OID40598	Q5VZ18	SH2 domain-containing adapter protein E	SHE	SHE	126669	SHE	HGNC:27004	SHE	SHE	protein_coding	1	154451954	154474526	-	154469772	154502412	-	Q5VZ18
OID40599	Q9Y2K2	Serine/threonine-protein kinase SIK3	SIK3	SIK3	23387	SIK3	HGNC:29165	SIK3	SIK3	protein_coding	11	116714118	116968993	-	116843402	117098437	-	Q9Y2K2
OID40600	Q9NTG7	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	SIRT3	SIRT3	23410	SIRT3	HGNC:14931	SIRT3	SIRT3	protein_coding	11	215030	236931	-	215030	236931	-	Q9NTG7
OID40601	Q8N6T7	NAD-dependent protein deacylase sirtuin-6	SIRT6	SIRT6	51548	SIRT6	HGNC:14934	SIRT6	SIRT6	protein_coding	19	4174106	4182596	-	4174109	4182566	-	Q8N6T7
OID40602	Q13621	Solute carrier family 12 member 1	SLC12A1	SLC12A1	6557	SLC12A1	HGNC:10910	SLC12A1	SLC12A1	protein_coding	15	48483867	48596275	+	48178438	48304078	+	Q13621
OID40603	Q8IYB5	Stromal membrane-associated protein 1	SMAP1	SMAP1	60682	SMAP1	HGNC:19651	SMAP1	SMAP1	protein_coding	6	71377479	71571716	+	70667776	70862011	+	Q8IYB5
OID40604	Q8IY18	Structural maintenance of chromosomes protein 5	SMC5	SMC5	23137	SMC5	HGNC:20465	SMC5	SMC5	protein_coding	9	72873878	72969789	+	70258978	70354873	+	Q8IY18
OID40605	Q96SB8	Structural maintenance of chromosomes protein 6	SMC6	SMC6	79677	SMC6	HGNC:20466	SMC6	SMC6	protein_coding	2	17845079	17981462	-	17663812	17800195	-	Q96SB8
OID40606	Q86US8	Telomerase-binding protein EST1A	SMG6	SMG6	23293	SMG6	HGNC:17809	SMG6	SMG6	protein_coding	17	1963133	2207069	-	2059843	2303785	-	Q86US8
OID40607	Q92540	Nonsense-mediated mRNA decay factor SMG7	SMG7	SMG7	9887	SMG7	HGNC:16792	SMG7	SMG7	protein_coding	1	183441506	183523328	+	183472216	183598246	+	Q92540
OID40608	Q2TAL5	Smoothelin-like protein 2	SMTNL2	SMTNL2	342527	SMTNL2	HGNC:24764	SMTNL2	SMTNL2	protein_coding	17	4487276	4511614	+	4583999	4608319	+	Q2TAL5
OID40609	Q9HAU4	E3 ubiquitin-protein ligase SMURF2	SMURF2	SMURF2	64750	SMURF2	HGNC:16809	SMURF2	SMURF2	protein_coding	17	62540735	62658386	-	64542282	64662307	-	Q9HAU4
OID40610	A6NMZ2	Sentan	SNTN	SNTN	132203	SNTN	HGNC:33706	SNTN	SNTN	protein_coding	3	63638344	63650891	+	63652675	63679020	+	A6NMZ2
OID40611	P35712	Transcription factor SOX-6	SOX6	SOX6	55553	SOX6	HGNC:16421	SOX6	SOX6	protein_coding	11	15987995	16760190	-	15966449	16739591	-	P35712
OID40612	Q9BT81	Transcription factor SOX-7	SOX7	SOX7	83595	SOX7	HGNC:18196	SOX7	SOX7	protein_coding	8	10581278	10697299	-	10723768	10839847	-	Q9BT81
OID40613	Q96KW9	Sperm acrosome-associated protein 7	SPACA7	SPACA7	122258	SPACA7	HGNC:29575	SPACA7	SPACA7	protein_coding	13	113030651	113089009	+	112376355	112434689	+	Q96KW9
OID40614	Q5MJ10	Sperm protein associated with the nucleus on the X chromosome N2	SPANXN2	SPANXN2	494119	SPANXN2	HGNC:33175	SPANXN2	SPANXN2	protein_coding	X	142795055	142804516	-	143711955	143720752	-	Q5MJ10
OID40615	Q7Z5L4	Spermatogenesis-associated protein 19, mitochondrial	SPATA19	SPATA19	219938	SPATA19	HGNC:30614	SPATA19	SPATA19	protein_coding	11	133710517	133715392	-	133840631	133845538	-	Q7Z5L4
OID40616	Q86W54	Spermatogenesis-associated protein 24	SPATA24	SPATA24	202051	SPATA24	HGNC:27322	SPATA24	SPATA24	protein_coding	5	138732255	138739776	-	139396563	139404089	-	Q86W54
OID40617	Q96N06	Spermatogenesis-associated protein 33	SPATA33	SPATA33	124045	SPATA33	HGNC:26463	SPATA33	SPATA33	protein_coding	16	89724152	89736866	+	89657740	89671272	+	Q96N06
OID40618	Q86XZ4	Spermatogenesis-associated serine-rich protein 2	SPATS2	SPATS2	65244	SPATS2	HGNC:18650	SPATS2	SPATS2	protein_coding	12	49760688	49921207	+	49366584	49527425	+	Q86XZ4
OID40619	Q5M775	Cytospin-B	SPECC1	SPECC1	92521	SPECC1	HGNC:30615	SPECC1	SPECC1	protein_coding	17	19912649	20218072	+	20008865	20319026	+	Q5M775
OID40620	Q9NZD8	Maspardin	SPG21	SPG21	51324	SPG21	HGNC:20373	SPG21	SPG21	protein_coding	15	65255363	65282251	-	64963022	64990310	-	Q9NZD8
OID40621	Q9BXG8	Spermatogenic leucine zipper protein 1	SPZ1	SPZ1	84654	SPZ1	HGNC:30721	SPZ1	SPZ1	protein_coding	5	79615790	79617660	+	80320002	80321842	+	Q9BXG8
OID40622	P0DMP2	SLIT-ROBO Rho GTPase-activating protein 2B	SRGAP2B	SRGAP2B	647135	SRGAP2B	HGNC:35237	SRGAP2B	SRGAP2B	protein_coding	1	NA	NA	NA	144887265	145095528	-	P0DMP2
OID40624	Q96JF0	Beta-galactoside alpha-2,6-sialyltransferase 2	ST6GAL2	ST6GAL2	84620	ST6GAL2	HGNC:10861	ST6GAL2	ST6GAL2	protein_coding	2	107418056	107503563	-	106801600	106887108	-	Q96JF0
OID40625	P61647	Alpha-2,8-sialyltransferase 8F	ST8SIA6	ST8SIA6	338596	ST8SIA6	HGNC:23317	ST8SIA6	ST8SIA6	protein_coding	10	17362676	17496254	-	17315421	17454595	-	P61647
OID40626	Q99469	SH3 and cysteine-rich domain-containing protein	STAC	STAC	6769	STAC	HGNC:11353	STAC	STAC	protein_coding	3	36422097	36589496	+	36380503	36548007	+	Q99469
OID40627	Q6ZMT1	SH3 and cysteine-rich domain-containing protein 2	STAC2	STAC2	342667	STAC2	HGNC:23990	STAC2	STAC2	protein_coding	17	37366789	37382040	-	39210541	39225945	-	Q6ZMT1
OID40628	Q96MF2	SH3 and cysteine-rich domain-containing protein 3	STAC3	STAC3	246329	STAC3	HGNC:28423	STAC3	STAC3	protein_coding	12	57637242	57644976	-	57243453	57251188	-	Q96MF2
OID40629	Q9UGK3	Signal-transducing adaptor protein 2	STAP2	STAP2	55620	STAP2	HGNC:30430	STAP2	STAP2	protein_coding	19	4324040	4342783	-	4324043	4342786	-	Q9UGK3
OID40630	Q9P2P6	StAR-related lipid transfer protein 9	STARD9	STARD9	57519	STARD9	HGNC:19162	STARD9	STARD9	protein_coding	15	42867857	43013196	+	42575606	42720998	+	Q9P2P6
OID40631	P42224	Signal transducer and activator of transcription 1-alpha/beta	STAT1	STAT1	6772	STAT1	HGNC:11362	STAT1	STAT1	protein_coding	2	191833762	191878976	-	190908460	191020960	-	P42224
OID40632	Q9UHE8	Metalloreductase STEAP1	STEAP1	STEAP1	26872	STEAP1	HGNC:11378	STEAP1	STEAP1	protein_coding	7	89783689	89794141	+	90154456	90164829	+	Q9UHE8
OID40633	Q9H5V9	STING ER exit protein	STEEP1	STEEP1	63932	STEEP1	HGNC:26239	STEEP1	STEEP1	protein_coding	X	118672112	118699397	-	119538149	119565409	-	Q9H5V9
OID40634	Q9NY57	Serine/threonine-protein kinase 32B	STK32B	STK32B	55351	STK32B	HGNC:14217	STK32B	STK32B	protein_coding	4	5053527	5502725	+	5051480	5500994	+	Q9NY57
OID40635	Q8TDR2	Serine/threonine-protein kinase 35	STK35	STK35	140901	STK35	HGNC:16254	STK35	STK35	protein_coding	20	2082528	2129198	+	2101827	2177038	+	Q8TDR2
OID40636	Q93045	Stathmin-2	STMN2	STMN2	11075	STMN2	HGNC:10577	STMN2	STMN2	protein_coding	8	80523049	80578410	+	79611117	79666158	+	Q93045
OID40637	Q9Y6Q2	Stonin-1	STON1	STON1	11037	STON1	HGNC:17003	STON1	STON1	protein_coding	2	48757308	48825654	+	48529546	48598513	+	Q9Y6Q2
OID40638	Q7Z7C7	Stimulated by retinoic acid gene 8 protein homolog	STRA8	STRA8	346673	STRA8	HGNC:30653	STRA8	STRA8	protein_coding	7	134916731	134943244	+	135231979	135258663	+	Q7Z7C7
OID40639	Q86Y82	Syntaxin-12	STX12	STX12	23673	STX12	HGNC:11430	STX12	STX12	protein_coding	1	28099694	28150963	+	27773219	27824443	+	Q86Y82
OID40640	P32856	Syntaxin-2	STX2	STX2	2054	STX2	HGNC:3403	STX2	STX2	protein_coding	12	131274145	131323819	-	130789600	130839254	-	P32856
OID40641	Q6ZWJ1	Syntaxin-binding protein 4	STXBP4	STXBP4	252983	STXBP4	HGNC:19694	STXBP4	STXBP4	protein_coding	17	53046126	53241449	+	54968727	55173632	+	Q6ZWJ1
OID40642	Q9UMX1	Suppressor of fused homolog	SUFU	SUFU	51684	SUFU	HGNC:16466	SUFU	SUFU	protein_coding	10	104263719	104393214	+	102503972	102633535	+	Q9UMX1
OID40643	O00338	Sulfotransferase 1C2	SULT1C2	SULT1C2	6819	SULT1C2	HGNC:11456	SULT1C2	SULT1C2	protein_coding	2	108905095	108926371	+	108288639	108309915	+	O00338
OID40644	P49888	Sulfotransferase 1E1	SULT1E1	SULT1E1	6783	SULT1E1	HGNC:11377	SULT1E1	SULT1E1	protein_coding	4	70706930	70725870	-	69810780	69860145	-	P49888
OID40645	Q92797	Symplekin	SYMPK	SYMPK	8189	SYMPK	HGNC:22935	SYMPK	SYMPK	protein_coding	19	46318700	46366548	-	45815410	45863225	-	Q92797
OID40646	Q4VX76	Synaptotagmin-like protein 3	SYTL3	SYTL3	94120	SYTL3	HGNC:15587	SYTL3	SYTL3	protein_coding	6	159071046	159185908	+	158650014	158764876	+	Q4VX76
OID40647	Q8TEA7	TBC domain-containing protein kinase-like protein	TBCK	TBCK	93627	TBCK	HGNC:28261	TBCK	TBCK	protein_coding	4	106967233	107237861	-	106041599	106316683	-	Q8TEA7
OID40648	Q6SJ96	TATA box-binding protein-like 2	TBPL2	TBPL2	387332	TBPL2	HGNC:19841	TBPL2	TBPL2	protein_coding	14	55880930	55907263	-	55414210	55456726	-	Q6SJ96
OID40649	Q9Y458	T-box transcription factor TBX22	TBX22	TBX22	50945	TBX22	HGNC:11600	TBX22	TBX22	protein_coding	X	79270255	79287268	+	80014753	80031774	+	Q9Y458
OID40650	Q7Z6L1	Tectonin beta-propeller repeat-containing protein 1	TECPR1	TECPR1	25851	TECPR1	HGNC:22214	TECPR1	TECPR1	protein_coding	7	97844755	97881563	-	98214624	98252232	-	Q7Z6L1
OID40651	Q8WW24	Tektin-4	TEKT4	TEKT4	150483	TEKT4	HGNC:31012	TEKT4	TEKT4	protein_coding	2	95537232	95542568	+	94871430	94876823	+	Q8WW24
OID40652	Q9Y4R8	Telomere length regulation protein TEL2 homolog	TELO2	TELO2	9894	TELO2	HGNC:29099	TELO2	TELO2	protein_coding	16	1543352	1560460	+	1493344	1510457	+	Q9Y4R8
OID40653	Q96IP4	Terminal nucleotidyltransferase 5A	TENT5A	TENT5A	55603	TENT5A	HGNC:18345	TENT5A	TENT5A	protein_coding	6	82455447	82462428	-	81745730	81752774	-	Q96IP4
OID40654	Q96N21	AP-4 complex accessory subunit Tepsin	TEPSIN	TEPSIN	146705	TEPSIN	HGNC:26458	TEPSIN	TEPSIN	protein_coding	17	79202077	79212891	-	81228277	81239091	-	Q96N21
OID40655	Q9Y4I5	Tesmin	TESMIN	TESMIN	9633	TESMIN	HGNC:7446	TESMIN	TESMIN	protein_coding	11	68474908	68518988	-	68707440	68751520	-	Q9Y4I5
OID40656	Q96LM6	Testis-expressed sequence 37 protein	TEX37	SPMIP9	200523	SPMIP9	HGNC:26341	SPMIP9	SPMIP9	protein_coding	2	88824169	88829103	+	88524649	88529585	+	NA
OID40657	Q15583	Homeobox protein TGIF1	TGIF1	TGIF1	7050	TGIF1	HGNC:11776	NA	TGIF1	protein_coding	18	3412072	3458406	+	3411608	3459978	+	F8W1J9
OID40658	P07101	Tyrosine 3-monooxygenase	TH	TH	7054	TH	HGNC:11782	TH	TH	protein_coding	11	2185159	2193035	-	2163929	2171815	-	P07101
OID40659	Q7Z2Z1	Treslin	TICRR	TICRR	90381	TICRR	HGNC:28704	TICRR	TICRR	protein_coding	15	90118818	90171253	+	89575469	89631056	+	Q7Z2Z1
OID40660	Q96MW7	Tigger transposable element-derived protein 1	TIGD1	TIGD1	200765	TIGD1	HGNC:14523	TIGD1	TIGD1	protein_coding	2	233412779	233415283	-	232543883	232550557	-	Q96MW7
OID40661	Q7Z3E1	Protein mono-ADP-ribosyltransferase TIPARP	TIPARP	TIPARP	25976	TIPARP	HGNC:23696	TIPARP	TIPARP	protein_coding	3	156392205	156424557	+	156673235	156706770	+	Q7Z3E1
OID40662	Q04725	Transducin-like enhancer protein 2	TLE2	TLE2	7089	TLE2	HGNC:11838	TLE2	TLE2	protein_coding	19	2997636	3047633	-	2997639	3047635	-	Q04725
OID40663	Q9H808	Transducin-like enhancer protein 6	TLE6	TLE6	79816	TLE6	HGNC:30788	TLE6	TLE6	protein_coding	19	2977536	2995182	+	2977538	2995179	+	Q9H808
OID40664	Q9NWD8	Transmembrane protein 248	TMEM248	TMEM248	55069	TMEM248	HGNC:25476	TMEM248	TMEM248	protein_coding	7	66386203	66423538	+	66921225	66958551	+	Q9NWD8
OID40665	Q9NRS4	Transmembrane protease serine 4	TMPRSS4	TMPRSS4	56649	TMPRSS4	HGNC:11878	TMPRSS4	TMPRSS4	protein_coding	11	117947727	117996042	+	118077012	118125510	+	Q9NRS4
OID40666	Q9Y320	Thioredoxin-related transmembrane protein 2	TMX2	TMX2	51075	TMX2	HGNC:30739	TMX2	TMX2	protein_coding	11	57479995	57508445	+	57712580	57742987	+	Q9Y320
OID40667	Q9C0C2	182 kDa tankyrase-1-binding protein	TNKS1BP1	TNKS1BP1	85456	TNKS1BP1	HGNC:19081	TNKS1BP1	TNKS1BP1	protein_coding	11	57067103	57092413	-	57299638	57324952	-	Q9C0C2
OID40668	P63316	Troponin C, slow skeletal and cardiac muscles	TNNC1	TNNC1	7134	TNNC1	HGNC:11943	TNNC1	TNNC1	protein_coding	3	52485107	52488057	-	52451100	52454041	-	P63316
OID40669	P45379	Troponin T, cardiac muscle	TNNT2	TNNT2	7139	TNNT2	HGNC:11949	TNNT2	TNNT2	protein_coding	1	201328136	201346828	-	201359008	201382254	-	P45379
OID40670	Q8IZW8	Tensin-4	TNS4	TNS4	84951	TNS4	HGNC:24352	TNS4	TNS4	protein_coding	17	38632080	38657854	-	40475828	40501623	-	Q8IZW8
OID40671	Q8N6T0	Type 2 DNA topoisomerase 6 subunit B-like	TOP6BL	TOP6BL	79703	TOP6BL	HGNC:26197	TOP6BL	TOP6BL	protein_coding	11	66512207	66610987	+	66744451	66843516	+	Q8N6T0
OID40672	Q5T0D9	Tumor protein p63-regulated gene 1-like protein	TPRG1L	TPRG1L	127262	TPRG1L	HGNC:27007	TPRG1L	TPRG1L	protein_coding	1	3541556	3546694	+	3625015	3630127	+	Q5T0D9
OID40673	Q8TDR0	TRAF3-interacting protein 1	TRAF3IP1	TRAF3IP1	26146	TRAF3IP1	HGNC:17861	TRAF3IP1	TRAF3IP1	protein_coding	2	239229185	239309541	+	238320441	238400897	+	Q8TDR0
OID40674	Q9Y577	E3 ubiquitin-protein ligase TRIM17	TRIM17	TRIM17	51127	TRIM17	HGNC:13430	TRIM17	TRIM17	protein_coding	1	228595636	228604583	-	228407935	228416861	-	Q9Y577
OID40675	Q9BZY9	E3 ubiquitin-protein ligase TRIM31	TRIM31	TRIM31	11074	TRIM31	HGNC:16289	TRIM31	TRIM31	protein_coding	6	30070674	30080867	-	30102897	30113090	-	Q9BZY9
OID40676	Q9BU70	tRNA (adenine(37)-N6)-methyltransferase	TRMO	TRMO	51531	TRMO	HGNC:30967	TRMO	TRMO	protein_coding	9	100666772	100684852	-	97904489	97922500	-	Q9BU70
OID40677	Q9NUP7	tRNA:m(4)X modification enzyme TRM13 homolog	TRMT13	TRMT13	54482	TRMT13	HGNC:25502	TRMT13	TRMT13	protein_coding	1	100598706	100616054	+	100133150	100150496	+	Q9NUP7
OID40678	Q9UBN4	Short transient receptor potential channel 4	TRPC4	TRPC4	7223	TRPC4	HGNC:12336	TRPC4	TRPC4	protein_coding	13	38210773	38443939	-	37632063	37869802	-	Q9UBN4
OID40679	Q9UHF7	Zinc finger transcription factor Trps1	TRPS1	TRPS1	7227	TRPS1	HGNC:12340	TRPS1	TRPS1	protein_coding	8	116420724	116681228	-	115408496	115809673	-	Q9UHF7
OID40680	Q3SY00	Testis-specific protein 10-interacting protein	TSGA10IP	TSGA10IP	254187	TSGA10IP	HGNC:26555	TSGA10IP	TSGA10IP	protein_coding	11	65713115	65727434	+	65945480	65959966	+	Q3SY00
OID40681	Q2TAA8	Translin-associated factor X-interacting protein 1	TSNAXIP1	TSNAXIP1	55815	TSNAXIP1	HGNC:18586	TSNAXIP1	TSNAXIP1	protein_coding	16	67840977	67861971	+	67806765	67832148	+	Q2TAA8
OID40682	Q9UJK0	18S rRNA aminocarboxypropyltransferase	TSR3	TSR3	115939	TSR3	HGNC:14175	TSR3	TSR3	protein_coding	16	1399241	1401873	-	1349240	1351878	-	Q9UJK0
OID40683	A2A3L6	Tetratricopeptide repeat protein 24	TTC24	TTC24	164118	TTC24	HGNC:32348	TTC24	TTC24	protein_coding	1	156549519	156556562	+	156579723	156587719	+	A2A3L6
OID40684	Q6EMB2	Tubulin polyglutamylase TTLL5	TTLL5	TTLL5	23093	TTLL5	HGNC:19963	TTLL5	TTLL5	protein_coding	14	76127551	76421425	+	75579584	75955079	+	Q6EMB2
OID40685	Q8N841	Tubulin polyglutamylase TTLL6	TTLL6	TTLL6	284076	TTLL6	HGNC:26664	TTLL6	TTLL6	protein_coding	17	46839593	46894469	-	48762234	48817229	-	Q8N841
OID40686	Q6ZT98	Tubulin polyglutamylase TTLL7	TTLL7	TTLL7	79739	TTLL7	HGNC:26242	TTLL7	TTLL7	protein_coding	1	84335057	84464833	-	83865024	83999150	-	Q6ZT98
OID40687	A6NNZ2	Tubulin beta 8B	TUBB8B	TUBB8B	260334	TUBB8B	HGNC:24983	TUBB8B	TUBB8B	protein_coding	18	NA	NA	NA	47221	73545	-	NA
OID40688	Q96RT8	Gamma-tubulin complex component 5	TUBGCP5	TUBGCP5	114791	TUBGCP5	HGNC:18600	TUBGCP5	TUBGCP5	protein_coding	15	22833395	22873891	+	22983192	23039572	-	Q96RT8
OID40689	Q5TAX3	Terminal uridylyltransferase 4	TUT4	TUT4	23318	TUT4	HGNC:28981	TUT4	TUT4	protein_coding	1	52888948	53019130	-	52408282	52553487	-	Q5TAX3
OID40690	P62987	Ubiquitin-60S ribosomal protein L40	UBA52	UBA52	7311	UBA52	HGNC:12458	UBA52	UBA52	protein_coding	19	18682614	18688270	+	18571730	18577550	+	P62987
OID40691	Q96LR5	Ubiquitin-conjugating enzyme E2 E2	UBE2E2	UBE2E2	7325	UBE2E2	HGNC:12478	UBE2E2	UBE2E2	protein_coding	3	23244653	23632296	+	23203020	23591794	+	Q96LR5
OID40692	Q5VVX9	Ubiquitin-conjugating enzyme E2 U	UBE2U	UBE2U	148581	UBE2U	HGNC:28559	UBE2U	UBE2U	protein_coding	1	64669490	64710027	+	64203623	64267368	+	Q5VVX9
OID40693	Q6ZU65	Ubinuclein-2	UBN2	UBN2	254048	UBN2	HGNC:21931	UBN2	UBN2	protein_coding	7	138916231	138992982	+	139230356	139308236	+	Q6ZU65
OID40694	Q8IWV7	E3 ubiquitin-protein ligase UBR1	UBR1	UBR1	197131	UBR1	HGNC:16808	UBR1	UBR1	protein_coding	15	43235098	43398286	-	42942897	43106113	-	Q8IWV7
OID40695	Q8N806	Putative E3 ubiquitin-protein ligase UBR7	UBR7	UBR7	55148	UBR7	HGNC:20344	UBR7	UBR7	protein_coding	14	93673401	93695561	+	93184974	93229215	+	Q8N806
OID40696	Q96LJ8	UBX domain-containing protein 10	UBXN10	UBXN10	127733	UBXN10	HGNC:26354	UBXN10	UBXN10	protein_coding	1	20512578	20519942	+	20186096	20196050	+	Q96LJ8
OID40697	P68543	UBX domain-containing protein 2A	UBXN2A	UBXN2A	165324	UBXN2A	HGNC:27265	UBXN2A	UBXN2A	protein_coding	2	24150155	24223693	+	23927285	24004909	+	P68543
OID40698	Q9HA47	Uridine-cytidine kinase 1	UCK1	UCK1	83549	UCK1	HGNC:14859	UCK1	UCK1	protein_coding	9	134399183	134406662	-	131523801	131531264	-	Q9HA47
OID40700	Q8N6Y0	Harmonin-binding protein USHBP1	USHBP1	USHBP1	83878	USHBP1	HGNC:24058	USHBP1	USHBP1	protein_coding	19	17360849	17375544	-	17235940	17282786	-	Q8N6Y0
OID40701	P51784	Ubiquitin carboxyl-terminal hydrolase 11	USP11	USP11	8237	USP11	HGNC:12609	USP11	USP11	protein_coding	X	47092314	47107727	+	47232866	47248328	+	P51784
OID40702	Q9P275	Ubiquitin carboxyl-terminal hydrolase 36	USP36	USP36	57602	USP36	HGNC:20062	USP36	USP36	protein_coding	17	76791735	76836969	-	78787381	78841441	-	Q9P275
OID40703	Q9H9J4	Ubiquitin carboxyl-terminal hydrolase 42	USP42	USP42	84132	USP42	HGNC:20068	NA	USP42	protein_coding	7	6144550	6201195	+	6080704	6161564	+	B4DP25
OID40704	Q70EL4	Ubiquitin carboxyl-terminal hydrolase 43	USP43	USP43	124739	USP43	HGNC:20072	USP43	USP43	protein_coding	17	9548580	9633003	+	9644698	9729687	+	Q70EL4
OID40705	Q86UV5	Ubiquitin carboxyl-terminal hydrolase 48	USP48	USP48	84196	USP48	HGNC:18533	USP48	USP48	protein_coding	1	22004792	22109688	-	21678298	21783606	-	Q86UV5
OID40706	P49754	Vacuolar protein sorting-associated protein 41 homolog	VPS41	VPS41	27072	VPS41	HGNC:12713	VPS41	VPS41	protein_coding	7	38763543	38948800	-	38722974	38932394	-	P49754
