SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
20090-63	SL021846	Q969T4	UB2E3	Ubiquitin-conjugating enzyme E2 E3	10477	UBE2E3	UBE2E3	10477	UBE2E3	HGNC:12479	UBE2E3	UBE2E3	protein_coding	2	181845112	181928150	+	180967248	181076478	+	Q969T4
20091-138	SL004138	P20827	Ephrin-A1	Ephrin-A1	1942	EFNA1	EFNA1	1942	EFNA1	HGNC:3221	EFNA1	EFNA1	protein_coding	1	155100349	155107386	+	155127876	155134899	+	P20827
20093-9	SL001720	P19320	VCAM-1	Vascular cell adhesion protein 1	7412	VCAM1	VCAM1	7412	VCAM1	HGNC:12663	VCAM1	VCAM1	protein_coding	1	101185196	101204601	+	100719742	100739045	+	P19320
20103-176	SL002882	O15527	N-glycosylase/DNA lyase	N-glycosylase/DNA lyase	4968	OGG1	OGG1	4968	OGG1	HGNC:8125	OGG1	OGG1	protein_coding	3	9791628	9808353	+	9749944	9788219	+	O15527
20105-7	SL005669	P60660	Myosin light polypeptide 6	Myosin light polypeptide 6	4637	MYL6	MYL6	4637	MYL6	HGNC:7587	MYL6	MYL6	protein_coding	12	56552045	56555366	+	56158346	56163008	+	P60660
20106-80	SL011393	Q96C86	DCPS	Scavenger mRNA-decapping enzyme DcpS	28960	DCPS	DCPS	28960	DCPS	HGNC:29812	DCPS	DCPS	protein_coding	11	126173647	126215644	+	126304060	126350005	+	Q96C86
20107-11	SL008030	P12829	MYL4	Myosin light polypeptide 4	4635	MYL4	MYL4	4635	MYL4	HGNC:7585	MYL4	MYL4	protein_coding	17	45286428	45301045	+	47200446	47223679	+	P12829
20110-25	SL013275	Q9H910	HN1L	Hematological and neurological expressed 1-like protein	90861	JPT2	JPT2	90861	JPT2	HGNC:14137	JPT2	JPT2	protein_coding	16	1728278	1752073	+	1678256	1702280	+	Q9H910
20111-5	SL008935	P80723	BASP	Brain acid soluble protein 1	10409	BASP1	BASP1	10409	BASP1	HGNC:957	BASP1	BASP1	protein_coding	5	17216932	17276954	+	17065598	17276843	+	P80723
20116-30	SL007060	O95747	OXSR1	Serine/threonine-protein kinase OSR1	9943	OXSR1	OXSR1	9943	OXSR1	HGNC:8508	OXSR1	OXSR1	protein_coding	3	38207026	38296979	+	38165089	38255484	+	O95747
20117-5	SL008378	Q13542	4EBP2	Eukaryotic translation initiation factor 4E-binding protein 2	1979	EIF4EBP2	EIF4EBP2	1979	EIF4EBP2	HGNC:3289	EIF4EBP2	EIF4EBP2	protein_coding	10	72163861	72188374	+	70404145	70428618	+	Q13542
20120-101	SL025790	Q86WK6	AMGO1:ECD	Amphoterin-induced protein 1:Extracellular domain	57463	AMIGO1	AMIGO1	57463	AMIGO1	HGNC:20824	AMIGO1	AMIGO1	protein_coding	1	110049446	110052336	-	109504178	109509738	-	Q86WK6
20126-19	SL004271	P14136	GFAP	Glial fibrillary acidic protein	2670	GFAP	GFAP	2670	GFAP	HGNC:4235	GFAP	GFAP	protein_coding	17	42982994	42992920	-	44903159	44915951	-	P14136
20127-102	SL015179	Q9BQS7	HEPH	Hephaestin	9843	HEPH	HEPH	9843	HEPH	HGNC:4866	HEPH	HEPH	protein_coding	X	65382433	65487230	+	66162671	66268867	+	Q9BQS7
20128-1	SL006051	P16220	CREB1	cAMP response element-binding protein	1385	CREB1	CREB1	1385	CREB1	HGNC:2345	CREB1	CREB1	protein_coding	2	208394616	208470284	+	207529737	207605988	+	P16220
20130-144	SL021665	Q9HCP0	KC1G1	Casein kinase I isoform gamma-1	53944	CSNK1G1	CSNK1G1	53944	CSNK1G1	HGNC:2454	CSNK1G1	CSNK1G1	protein_coding	15	64457716	64665968	-	64165525	64381420	-	Q9HCP0
20133-1	SL002732	P43357	MAGE-3	Melanoma-associated antigen 3	4102	MAGEA3	MAGEA3	4102	MAGEA3	HGNC:6801	MAGEA3	MAGEA3	protein_coding	X	151934652	151938240	-	152698767	152702347	+	NA
20134-27	SL018780	Q9UEW3	MARCO	Macrophage receptor MARCO	8685	MARCO	MARCO	8685	MARCO	HGNC:6895	MARCO	MARCO	protein_coding	2	119699745	119752236	+	118942194	118994660	+	Q9UEW3
20135-85	SL019942	O60942	MCE1	mRNA-capping enzyme	8732	RNGTT	RNGTT	8732	RNGTT	HGNC:10073	RNGTT	RNGTT	protein_coding	6	89319989	89673348	-	88609897	88963618	-	O60942
20137-49	SL008019	P09651	ROA1	Heterogeneous nuclear ribonucleoprotein A1	3178	HNRNPA1	HNRNPA1	3178	HNRNPA1	HGNC:5031	HNRNPA1	HNRNPA1	protein_coding	12	54674488	54680872	+	54280193	54287088	+	P09651
20139-57	SL015171	Q99962	SH3G2	Endophilin-A1	6456	SH3GL2	SH3GL2	6456	SH3GL2	HGNC:10831	SH3GL2	SH3GL2	protein_coding	9	17578953	17797122	+	17579066	17797124	+	Q99962
20141-42	SL020143	Q15560	TCEA2	Transcription elongation factor A protein 2	6919	TCEA2	TCEA2	6919	TCEA2	HGNC:11614	TCEA2	TCEA2	protein_coding	20	62688175	62703700	+	64049836	64072347	+	Q15560
20142-42	SL006252	O00762	UBE2C	Ubiquitin-conjugating enzyme E2 C	11065	UBE2C	UBE2C	11065	UBE2C	HGNC:15937	UBE2C	UBE2C	protein_coding	20	44441255	44445596	+	45812576	45816957	+	O00762
20159-1	SL017481	Q496H8	NRN1L	Neuritin-like protein	123904	NRN1L	NRN1L	123904	NRN1L	HGNC:29811	NRN1L	NRN1L	protein_coding	16	67918781	67920271	+	67884885	67888855	+	Q496H8
20161-41	SL018262	P13591	NCAM1	Neural cell adhesion molecule 1	4684	NCAM1	NCAM1	4684	NCAM1	HGNC:7656	NCAM1	NCAM1	protein_coding	11	112831969	113149158	+	112961275	113278436	+	P13591
20165-4	SL008681	Q14117	DPYS	Dihydropyrimidinase	1807	DPYS	DPYS	1807	DPYS	HGNC:3013	DPYS	DPYS	protein_coding	8	105391652	105479277	-	104330324	104467055	-	Q14117
20167-6	SL010818	Q92930	RAB8B	Ras-related protein Rab-8B	51762	RAB8B	RAB8B	51762	RAB8B	HGNC:30273	RAB8B	RAB8B	protein_coding	15	63481728	63559973	+	63189560	63267776	+	Q92930
20173-39	SL021143	O14815	CAN9	Calpain-9	10753	CAPN9	CAPN9	10753	CAPN9	HGNC:1486	CAPN9	CAPN9	protein_coding	1	230883130	230937749	+	230747384	230802003	+	O14815
20175-17	SL012498	Q14050	CO9A3	Collagen alpha-3(IX) chain	1299	COL9A3	COL9A3	1299	COL9A3	HGNC:2219	COL9A3	COL9A3	protein_coding	20	61448414	61472511	+	62816244	62841159	+	Q14050
20181-17	SL021241	Q9UKX5	ITA11	Integrin alpha-11	22801	ITGA11	ITGA11	22801	ITGA11	HGNC:6136	ITGA11	ITGA11	protein_coding	15	68594042	68724492	-	68296532	68432163	-	Q9UKX5
20183-48	SL021773	P50221	MEOX1	Homeobox protein MOX-1	4222	MEOX1	MEOX1	4222	MEOX1	HGNC:7013	MEOX1	MEOX1	protein_coding	17	41717758	41739262	-	43640389	43661922	-	P50221
20185-44	SL008022	P10515	ODP2	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	1737	DLAT	DLAT	1737	DLAT	HGNC:2896	DLAT	DLAT	protein_coding	11	111895538	111935002	+	112025033	112064404	+	P10515
20187-10	SL002726	P05106	Integrin aVb3	Integrin alpha V beta 3	3690	ITGB3	ITGB3	3690	ITGB3	HGNC:6156	ITGB3	ITGB3	protein_coding	17	45331208	45421658	+	47253827	47344292	+	NA
20187-10	SL002726	P06756	Integrin aVb3	Integrin alpha V beta 3	3690	ITGB3	ITGAV	3685	ITGAV	HGNC:6150	ITGAV	ITGAV	protein_coding	2	187454790	187545629	+	186590010	186680901	+	NA
20189-28	SL014388	P06756	Integrin aVb6	Integrin alpha V beta 6	3685	ITGAV	ITGAV	3685	ITGAV	HGNC:6150	ITGAV	ITGAV	protein_coding	2	187454790	187545629	+	186590010	186680901	+	NA
20189-28	SL014388	P18564	Integrin aVb6	Integrin alpha V beta 6	3685	ITGAV	ITGB6	3694	ITGB6	HGNC:6161	ITGB6	ITGB6	protein_coding	2	160958233	161128399	-	160099667	160271888	-	NA
20189-4	SL014388	P06756	Integrin aVb6	Integrin alpha V beta 6	3694	ITGB6	ITGAV	3685	ITGAV	HGNC:6150	ITGAV	ITGAV	protein_coding	2	187454790	187545629	+	186590010	186680901	+	NA
20189-4	SL014388	P18564	Integrin aVb6	Integrin alpha V beta 6	3694	ITGB6	ITGB6	3694	ITGB6	HGNC:6161	ITGB6	ITGB6	protein_coding	2	160958233	161128399	-	160099667	160271888	-	NA
20191-13	SL014391	P06756	Integrin aVb8	Integrin alpha V beta 8	3685	ITGAV	ITGAV	3685	ITGAV	HGNC:6150	ITGAV	ITGAV	protein_coding	2	187454790	187545629	+	186590010	186680901	+	NA
20191-13	SL014391	P26012	Integrin aVb8	Integrin alpha V beta 8	3685	ITGAV	ITGB8	3696	ITGB8	HGNC:6163	ITGB8	ITGB8	protein_coding	7	20370325	20455382	+	20330702	20415754	+	NA
20195-13	SL013517	Q9BYX4	IFIH1	Interferon-induced helicase C domain-containing protein 1	64135	IFIH1	IFIH1	64135	IFIH1	HGNC:18873	IFIH1	IFIH1	protein_coding	2	163123589	163175218	-	162267074	162318684	-	Q9BYX4
20197-14	SL007318	P62760	VISL1	Visinin-like protein 1	7447	VSNL1	VSNL1	7447	VSNL1	HGNC:12722	VSNL1	VSNL1	protein_coding	2	17721807	17837706	+	17539126	17657018	+	P62760
20203-45	SL000311	P09871	C1s	Complement C1s subcomponent	716	C1S	C1S	716	C1S	HGNC:1247	C1S	C1S	protein_coding	12	7096260	7178335	+	6988259	7071032	+	P09871
20205-55	SL013847	Q92630	DYRK2	Dual specificity tyrosine-phosphorylation-regulated kinase 2	8445	DYRK2	DYRK2	8445	DYRK2	HGNC:3093	DYRK2	DYRK2	protein_coding	12	68042512	68056444	+	67648338	67665406	+	Q92630
20211-75	SL021536	Q96PP8	GBP5	Guanylate-binding protein 5	115362	GBP5	GBP5	115362	GBP5	HGNC:19895	GBP5	GBP5	protein_coding	1	89724634	89738544	-	89256189	89272860	-	Q96PP8
20213-82	SL013017	P17066	HSP76	Heat shock 70 kDa protein 6	3310	HSPA6	HSPA6	3310	HSPA6	HGNC:5239	HSPA6	HSPA6	protein_coding	1	161494036	161496687	+	161524540	161526894	+	P17066
20215-45	SL022583	P05556	Integrin aVb1	Integrin alpha-V: beta-1 complex	3688	ITGB1	ITGB1	3688	ITGB1	HGNC:6153	ITGB1	ITGB1	protein_coding	10	33189246	33247293	-	32887273	33005792	-	NA
20215-45	SL022583	P06756	Integrin aVb1	Integrin alpha-V: beta-1 complex	3688	ITGB1	ITGAV	3685	ITGAV	HGNC:6150	ITGAV	ITGAV	protein_coding	2	187454790	187545629	+	186590010	186680901	+	NA
20217-26	SL009769	Q03252	Lamin-B2	Lamin-B2	84823	LMNB2	LMNB2	84823	LMNB2	HGNC:6638	LMNB2	LMNB2	protein_coding	19	2428163	2456966	-	2427638	2456959	-	Q03252
20219-25	SL003751	P08473	Neprilysin	Neprilysin	4311	MME	MME	4311	MME	HGNC:7154	MME	MME	protein_coding	3	154741913	154901518	+	155024124	155183704	+	P08473
20221-26	SL011403	Q08493	PDE4C	cAMP-specific 3',5'-cyclic phosphodiesterase 4C	5143	PDE4C	PDE4C	5143	PDE4C	HGNC:8782	PDE4C	PDE4C	protein_coding	19	18318771	18366229	-	18207961	18255419	-	NA
20225-119	SL013781	P42229	STA5A	Signal transducer and activator of transcription 5A	6776	STAT5A	STAT5A	6776	STAT5A	HGNC:11366	STAT5A	STAT5A	protein_coding	17	40439565	40463960	+	42287547	42311943	+	P42229
20229-67	SL015202	Q9BX74	TM2D1	TM2 domain-containing protein 1	83941	TM2D1	TM2D1	83941	TM2D1	HGNC:24142	TM2D1	TM2D1	protein_coding	1	62146719	62191095	-	61681046	61725423	-	Q9BX74
20231-23	SL021946	O95045	UPP2	Uridine phosphorylase 2	151531	UPP2	UPP2	151531	UPP2	HGNC:23061	UPP2	UPP2	protein_coding	2	158851691	158992666	+	157876679	158136154	+	O95045
20237-38	SL013006	P04181	OAT	Ornithine aminotransferase, mitochondrial	4942	OAT	OAT	4942	OAT	HGNC:8091	OAT	OAT	protein_coding	10	126085872	126107545	-	124397303	124418976	-	P04181
20241-9	SL006956	O00161	SNP23	Synaptosomal-associated protein 23	8773	SNAP23	SNAP23	8773	SNAP23	HGNC:11131	SNAP23	SNAP23	protein_coding	15	42787504	42825259	+	42491233	42545356	+	O00161
20243-26	SL005670	P07737	Profilin-1	Profilin-1	5216	PFN1	PFN1	5216	PFN1	HGNC:8881	PFN1	PFN1	protein_coding	17	4848945	4852381	-	4945652	4949061	-	P07737
20245-13	SL003676	P19793	Retinoic acid receptor RXR-alpha	Retinoic acid receptor RXR-alpha	6256	RXRA	RXRA	6256	RXRA	HGNC:10477	RXRA	RXRA	protein_coding	9	137208944	137332431	+	134317098	134440585	+	P19793
20247-17	SL021764	O14531	DPYL4	Dihydropyrimidinase-related protein 4	10570	DPYSL4	DPYSL4	10570	DPYSL4	HGNC:3016	DPYSL4	DPYSL4	protein_coding	10	134000414	134019280	+	132186948	132205759	+	O14531
20367-6	SL021603	Q96RQ9	OXLA	L-amino-acid oxidase	259307	IL4I1	IL4I1	259307	IL4I1	HGNC:19094	IL4I1	IL4I1	protein_coding	19	50390639	50432988	-	49889654	49929539	-	Q96RQ9
20370-6	SL009422	P07311	ACYP1	Acylphosphatase-1	97	ACYP1	ACYP1	97	ACYP1	HGNC:179	ACYP1	ACYP1	protein_coding	14	75519928	75530736	-	75053237	75069483	-	P07311
20373-141	SL022052	Q9NWU2	GID8	Glucose-induced degradation protein 8 homolog	54994	GID8	GID8	54994	GID8	HGNC:15857	GID8	GID8	protein_coding	20	61569441	61579827	+	62938147	62948475	+	Q9NWU2
20374-41	SL021991	O75208	COQ9	Ubiquinone biosynthesis protein COQ9, mitochondrial	57017	COQ9	COQ9	57017	COQ9	HGNC:25302	COQ9	COQ9	protein_coding	16	57481337	57495187	+	57447425	57461270	+	O75208
20376-64	SL022244	Q6P1N9	TATD1	Putative deoxyribonuclease TATDN1	83940	TATDN1	TATDN1	83940	TATDN1	HGNC:24220	TATDN1	TATDN1	protein_coding	8	125500735	125551329	-	124488485	124539458	-	Q6P1N9
20377-15	SL022035	Q9Y282	ERGI3	Endoplasmic reticulum-Golgi intermediate compartment protein 3	51614	ERGIC3	ERGIC3	51614	ERGIC3	HGNC:15927	ERGIC3	ERGIC3	protein_coding	20	34129778	34145405	+	35542038	35557634	+	Q9Y282
20378-110	SL022095	Q9NQ48	LZTL1	Leucine zipper transcription factor-like protein 1	54585	LZTFL1	LZTFL1	54585	LZTFL1	HGNC:6741	LZTFL1	LZTFL1	protein_coding	3	45864810	45957216	-	45823316	45916042	-	Q9NQ48
20379-59	SL022241	Q8N300	SVBP	Small vasohibin-binding protein	374969	SVBP	SVBP	374969	SVBP	HGNC:29204	SVBP	SVBP	protein_coding	1	43272723	43283059	-	42807052	42817397	-	Q8N300
20380-50	SL022091	Q3MHD2	LSM12	Protein LSM12 homolog	124801	LSM12	LSM12	124801	LSM12	HGNC:26407	LSM12	LSM12	protein_coding	17	42112003	42144987	-	44034328	44067619	-	Q3MHD2
20381-21	SL022169	Q8WWB5	PIHD2	PIH1 domain-containing protein 2	120379	PIH1D2	PIH1D2	120379	PIH1D2	HGNC:25210	PIH1D2	PIH1D2	protein_coding	11	111934734	111944895	-	112063218	112074274	-	Q8WWB5
20382-8	SL022113	Q9UJG1	MSPD1	Motile sperm domain-containing protein 1	56180	MOSPD1	MOSPD1	56180	MOSPD1	HGNC:25235	MOSPD1	MOSPD1	protein_coding	X	134021662	134049297	-	134887632	134915257	-	Q9UJG1
20383-31	SL022201	Q96H35	RBM18	Probable RNA-binding protein 18	92400	RBM18	RBM18	92400	RBM18	HGNC:28413	RBM18	RBM18	protein_coding	9	125001834	125027143	-	122237622	122264840	-	Q96H35
20385-21	SL021992	Q5TA50	CPTP	Ceramide-1-phosphate transfer protein	80772	CPTP	CPTP	80772	CPTP	HGNC:28116	CPTP	CPTP	protein_coding	1	1260143	1264276	+	1324756	1328896	+	Q5TA50
20386-15	SL022193	Q6GMV3	PTRD1	Putative peptidyl-tRNA hydrolase PTRHD1	391356	PTRHD1	PTRHD1	391356	PTRHD1	HGNC:33782	PTRHD1	PTRHD1	protein_coding	2	25013136	25016251	-	24789728	24793391	-	Q6GMV3
20387-277	SL021982	Q9BUK0	CHCH7	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	79145	CHCHD7	CHCHD7	79145	CHCHD7	HGNC:28314	CHCHD7	CHCHD7	protein_coding	8	57124315	57131176	+	56211686	56218809	+	Q9BUK0
20388-8	SL022271	Q969E8	TSR2	Pre-rRNA-processing protein TSR2 homolog	90121	TSR2	TSR2	90121	TSR2	HGNC:25455	TSR2	TSR2	protein_coding	X	54466853	54471731	+	54440404	54448032	+	Q969E8
20389-36	SL022075	Q96T52	IMP2L	Mitochondrial inner membrane protease subunit 2	83943	IMMP2L	IMMP2L	83943	IMMP2L	HGNC:14598	IMMP2L	IMMP2L	protein_coding	7	110303106	111202573	-	110662644	111562517	-	Q96T52
20390-4	SL021912	Q15651	HMGN3	High mobility group nucleosome-binding domain-containing protein 3	9324	HMGN3	HMGN3	9324	HMGN3	HGNC:12312	HMGN3	HMGN3	protein_coding	6	79910962	79944455	-	79201245	79234689	-	Q15651
20393-10	SL022160	Q13956	CNCG	Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma	5149	PDE6H	PDE6H	5149	PDE6H	HGNC:8790	PDE6H	PDE6H	protein_coding	12	15125956	15134799	+	14973042	14981865	+	Q13956
20396-70	SL021990	Q7Z4G1	COMD6	COMM domain-containing protein 6	170622	COMMD6	COMMD6	170622	COMMD6	HGNC:24015	COMMD6	COMMD6	protein_coding	13	76099350	76111991	-	75525214	75549439	-	Q7Z4G1
20398-60	SL022180	O75817	POP7	Ribonuclease P protein subunit p20	10248	POP7	POP7	10248	POP7	HGNC:19949	POP7	POP7	protein_coding	7	100303676	100305123	+	100706121	100707486	+	O75817
20399-7	SL022153	Q5BKU9	OXLD1	Oxidoreductase-like domain-containing protein 1	339229	OXLD1	OXLD1	339229	OXLD1	HGNC:27901	OXLD1	OXLD1	protein_coding	17	79632066	79633618	-	81665036	81666635	-	Q5BKU9
20401-19	SL021969	P41223	BUD31	Protein BUD31 homolog	8896	BUD31	BUD31	8896	BUD31	HGNC:29629	BUD31	BUD31	protein_coding	7	99006592	99017239	+	99408641	99419616	+	P41223
20402-11	SL022266	P0DI81	TPC2A	Trafficking protein particle complex subunit 2	6399	TRAPPC2	TRAPPC2	6399	TRAPPC2	HGNC:23068	TRAPPC2	TRAPPC2	protein_coding	X	13730361	13752754	-	13712244	13734635	-	P0DI81
20408-11	SL022263	Q15388	TOM20	Mitochondrial import receptor subunit TOM20 homolog	9804	TOMM20	TOMM20	9804	TOMM20	HGNC:20947	TOMM20	TOMM20	protein_coding	1	235272658	235292256	-	235109341	235128837	-	Q15388
20411-52	SL022274	Q6PID6	TTC33	Tetratricopeptide repeat protein 33	23548	TTC33	TTC33	23548	TTC33	HGNC:29959	TTC33	TTC33	protein_coding	5	40711678	40756072	-	40512333	40755963	-	Q6PID6
20423-40	SL010770	Q99828	CIB1	Calcium and integrin-binding protein 1	10519	CIB1	CIB1	10519	CIB1	HGNC:16920	CIB1	CIB1	protein_coding	15	90773477	90808991	-	90229975	90234047	-	Q99828
20425-12	SL022064	Q03014	HHEX	Hematopoietically-expressed homeobox protein HHEX	3087	HHEX	HHEX	3087	HHEX	HGNC:4901	HHEX	HHEX	protein_coding	10	94449681	94455408	+	92689955	92695647	+	Q03014
20426-34	SL022040	Q96KN4	FA84A	Protein FAM84A	151354	LRATD1	LRATD1	151354	LRATD1	HGNC:20743	LRATD1	LRATD1	protein_coding	2	14772810	14780168	+	14632700	14650814	+	Q96KN4
20427-18	SL022104	Q9H944	MED20	Mediator of RNA polymerase II transcription subunit 20	9477	MED20	MED20	9477	MED20	HGNC:16840	MED20	MED20	protein_coding	6	41873092	41888877	-	41905354	41921139	-	Q9H944
20428-5	SL022166	Q8TCT1	PHOP1	Phosphoethanolamine/phosphocholine phosphatase	162466	PHOSPHO1	PHOSPHO1	162466	PHOSPHO1	HGNC:16815	PHOSPHO1	PHOSPHO1	protein_coding	17	47300732	47308128	-	49223366	49230787	-	Q8TCT1
20430-8	SL000529	P23582	Natriuretic Peptide C-Type	C-type natriuretic peptide	4880	NPPC	NPPC	4880	NPPC	HGNC:7941	NPPC	NPPC	protein_coding	2	232786805	232791038	-	231921809	231926396	-	P23582
20432-6	SL022163	Q9NXJ5	PGPI	Pyroglutamyl-peptidase 1	54858	PGPEP1	PGPEP1	54858	PGPEP1	HGNC:13568	PGPEP1	PGPEP1	protein_coding	19	18451408	18480763	+	18340598	18369950	+	Q9NXJ5
20433-19	SL022117	Q9BYD6	RM01	39S ribosomal protein L1, mitochondrial	65008	MRPL1	MRPL1	65008	MRPL1	HGNC:14275	MRPL1	MRPL1	protein_coding	4	78783805	78873944	+	77862830	77952785	+	Q9BYD6
20434-23	SL022156	A6NKN8	PC4L1	Purkinje cell protein 4-like protein 1	654790	PCP4L1	PCP4L1	654790	PCP4L1	HGNC:20448	PCP4L1	PCP4L1	protein_coding	1	161228517	161255240	+	161258745	161285450	+	A6NKN8
20435-41	SL022033	Q15006	EMC2	ER membrane protein complex subunit 2	9694	EMC2	EMC2	9694	EMC2	HGNC:28963	EMC2	EMC2	protein_coding	8	109455853	109499136	+	108443601	108489196	+	Q15006
20436-93	SL022264	Q68CL5	TPGS2	Tubulin polyglutamylase complex subunit 2	25941	TPGS2	TPGS2	25941	TPGS2	HGNC:24561	TPGS2	TPGS2	protein_coding	18	34359988	34409179	-	36777647	36829216	-	Q68CL5
20437-9	SL022013	O14645	IDLC	Axonemal dynein light intermediate polypeptide 1	7802	DNALI1	DNALI1	7802	DNALI1	HGNC:14353	DNALI1	DNALI1	protein_coding	1	38022520	38032458	+	37556919	37566857	+	O14645
20439-14	SL022186	O94903	PROSC	Proline synthase co-transcribed bacterial homolog protein	11212	PLPBP	PLPBP	11212	PLPBP	HGNC:9457	PLPBP	PLPBP	protein_coding	8	37620101	37637286	+	37762595	37779768	+	O94903
20440-36	SL022273	Q5I0X7	TTC32	Tetratricopeptide repeat protein 32	130502	TTC32	TTC32	130502	TTC32	HGNC:32954	TTC32	TTC32	protein_coding	2	20096514	20101744	-	19896631	19901983	-	Q5I0X7
20441-35	SL022176	P19388	RPAB1	DNA-directed RNA polymerases I, II, and III subunit RPABC1	5434	POLR2E	POLR2E	5434	POLR2E	HGNC:9192	POLR2E	POLR2E	protein_coding	19	1086578	1095391	-	1086574	1095380	-	P19388
20442-12	SL020201	Q9UKA8	RCAN3	Calcipressin-3	11123	RCAN3	RCAN3	11123	RCAN3	HGNC:3042	RCAN3	RCAN3	protein_coding	1	24828841	24863510	+	24502351	24541040	+	Q9UKA8
20443-37	SL022254	Q86WV5	TEN1L	CST complex subunit TEN1	100134934	TEN1	TEN1	100134934	TEN1	HGNC:37242	TEN1	TEN1	protein_coding	17	NA	NA	NA	75979240	76000586	+	Q86WV5
20444-12	SL022265	Q9BW30	TPPP3	Tubulin polymerization-promoting protein family member 3	51673	TPPP3	TPPP3	51673	TPPP3	HGNC:24162	TPPP3	TPPP3	protein_coding	16	67423712	67427421	-	67389809	67393518	-	Q9BW30
20445-29	SL021952	Q63HQ0	AP1AR	AP-1 complex-associated regulatory protein	55435	AP1AR	AP1AR	55435	AP1AR	HGNC:28808	AP1AR	AP1AR	protein_coding	4	113152895	113191211	+	112231740	112273110	+	Q63HQ0
20447-11	SL022258	Q8IUE0	TF2LY	Homeobox protein TGIF2LY	90655	TGIF2LY	TGIF2LY	90655	TGIF2LY	HGNC:18569	TGIF2LY	TGIF2LY	protein_coding	Y	3447126	3448082	+	3579067	3580041	+	Q8IUE0
20448-7	SL022177	P61218	RPAB2	DNA-directed RNA polymerases I, II, and III subunit RPABC2	5435	POLR2F	POLR2F	5435	POLR2F	HGNC:9193	POLR2F	POLR2F	protein_coding	22	38349674	38384223	+	37952607	38041106	+	P61218
20449-72	SL022080	Q15040	JOS1	Josephin-1	9929	JOSD1	JOSD1	9929	JOSD1	HGNC:28953	JOSD1	JOSD1	protein_coding	22	39081548	39096459	-	38685543	38701556	-	Q15040
20451-126	SL022074	Q9H7X7	IFT22	Intraflagellar transport protein 22 homolog	64792	IFT22	IFT22	64792	IFT22	HGNC:21895	IFT22	IFT22	protein_coding	7	100956648	100965093	-	101310914	101321823	-	Q9H7X7
20453-9	SL022146	Q8WV22	NSE1	Non-structural maintenance of chromosomes element 1 homolog	197370	NSMCE1	NSMCE1	197370	NSMCE1	HGNC:29897	NSMCE1	NSMCE1	protein_coding	16	27236315	27280113	-	27224994	27268772	-	Q8WV22
20454-24	SL022128	Q96AH0	SOSB2	SOSS complex subunit B2	64859	NABP1	NABP1	64859	NABP1	HGNC:26232	NABP1	NABP1	protein_coding	2	192542798	192553248	+	191678068	191696662	+	Q96AH0
20457-13	SL021989	Q9NYJ1	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	51287	COA4	COA4	51287	COA4	HGNC:24604	COA4	COA4	protein_coding	11	73583713	73587890	-	73872667	73876901	-	Q9NYJ1
20458-22	SL022130	O43678	NDUA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	4695	NDUFA2	NDUFA2	4695	NDUFA2	HGNC:7685	NDUFA2	NDUFA2	protein_coding	5	140024948	140027370	-	140638740	140647771	-	O43678
20460-22	SL022073	Q8IY31	IFT20	Intraflagellar transport protein 20 homolog	90410	IFT20	IFT20	90410	IFT20	HGNC:30989	IFT20	IFT20	protein_coding	17	26655351	26662515	-	28328325	28335489	-	Q8IY31
20461-58	SL022039	Q14320	FA50A	Protein FAM50A	9130	FAM50A	FAM50A	9130	FAM50A	HGNC:18786	FAM50A	FAM50A	protein_coding	X	153672473	153679002	+	154444141	154450654	+	Q14320
20463-315	SL022076	Q9P2X3	IMPCT	Protein IMPACT	55364	IMPACT	IMPACT	55364	IMPACT	HGNC:20387	IMPACT	IMPACT	protein_coding	18	22006609	22033494	+	24426634	24453531	+	Q9P2X3
20464-7	SL022083	Q5JSQ8	KHDCL	Putative KHDC1-like protein	100129128	KHDC1L	KHDC1L	100129128	KHDC1L	HGNC:37274	KHDC1L	KHDC1L	protein_coding	6	73933268	73935175	-	73223544	73225770	-	Q5JSQ8
20511-3	SL005192	Q9Y624	JAM-A	Junctional adhesion molecule A	50848	F11R	F11R	50848	F11R	HGNC:14685	F11R	F11R	protein_coding	1	160965001	161008774	-	160995211	161038962	-	Q9Y624
20512-2	SL002727	P43121	MUC18	Melanoma-associated antigen MUC18	4162	MCAM	MCAM	4162	MCAM	HGNC:6934	MCAM	MCAM	protein_coding	11	119179234	119187840	-	119308529	119321521	-	P43121
20514-8	SL025802	Q13145	BAMBI:ECD	BMP and activin membrane-bound inhibitor homolog:Extracellular domain	25805	BAMBI	BAMBI	25805	BAMBI	HGNC:30251	BAMBI	BAMBI	protein_coding	10	28966424	28971868	+	28677510	28682932	+	Q13145
